source,author,title,group_id,work_id,urn,output
phcw02.ie.xml,Anonymous,The Photographic History of The Civil War: in ten volumes,anonymous,phcw02,urn:cts:americanLit:anonymous.phcw02.perseus-eng1,data/anonymous/phcw02/anonymous.phcw02.perseus-eng1.xml
phcw03.ie.xml,Anonymous,The Photographic History of The Civil War: in ten volumes,anonymous,phcw03,urn:cts:americanLit:anonymous.phcw03.perseus-eng1,data/anonymous/phcw03/anonymous.phcw03.perseus-eng1.xml
phcw04.ie.xml,Anonymous,The Photographic History of The Civil War: in ten volumes,anonymous,phcw04,urn:cts:americanLit:anonymous.phcw04.perseus-eng1,data/anonymous/phcw04/anonymous.phcw04.perseus-eng1.xml
phcw05.ie.xml,Anonymous,The Photographic History of The Civil War: in ten volumes,anonymous,phcw05,urn:cts:americanLit:anonymous.phcw05.perseus-eng1,data/anonymous/phcw05/anonymous.phcw05.perseus-eng1.xml
phcw06.ie.xml,"James Barnes, author of David G. Farragut, Naval Actions of 1812, Yank ee Ships and Yankee Sailors, Commodore Bainbridge, The Blockaders, and other naval and historical works",The Photographic History of The Civil War: in ten volumes,james_barnes_author_of_david_g_farragut_naval_actions_of_1812_yank_ee_ships_and_,phcw06,urn:cts:americanLit:james_barnes_author_of_david_g_farragut_naval_actions_of_1812_yank_ee_ships_and_.phcw06.perseus-eng1,data/james_barnes_author_of_david_g_farragut_naval_actions_of_1812_yank_ee_ships_and_/phcw06/james_barnes_author_of_david_g_farragut_naval_actions_of_1812_yank_ee_ships_and_.phcw06.perseus-eng1.xml
phcw07.ie.xml,George B. Davis,The Photographic History of The Civil War: in ten volumes,george_b_davis,phcw07,urn:cts:americanLit:george_b_davis.phcw07.perseus-eng1,data/george_b_davis/phcw07/george_b_davis.phcw07.perseus-eng1.xml
phcw08.ie.xml,Anonymous,The Photographic History of The Civil War: in ten volumes,anonymous,phcw08,urn:cts:americanLit:anonymous.phcw08.perseus-eng1,data/anonymous/phcw08/anonymous.phcw08.perseus-eng1.xml
phcw09.ie.xml,Holmes,The Photographic History of The Civil War: in ten volumes,holmes,phcw09,urn:cts:americanLit:holmes.phcw09.perseus-eng1,data/holmes/phcw09/holmes.phcw09.perseus-eng1.xml
phcw10.ie.xml,Anonymous,The Photographic History of The Civil War: in ten volumes,anonymous,phcw10,urn:cts:americanLit:anonymous.phcw10.perseus-eng1,data/anonymous/phcw10/anonymous.phcw10.perseus-eng1.xml
phillips.speeches01.ie.xml,Wendell Phillips,"Speeches, Lectures and Letters of Wendell Phillips: Volume 1",wendell_phillips,phillips_speeches01,urn:cts:americanLit:wendell_phillips.phillips_speeches01.perseus-eng1,data/wendell_phillips/phillips_speeches01/wendell_phillips.phillips_speeches01.perseus-eng1.xml
phillips.speeches02.ie.xml,Wendell Phillips,"Speeches, Lectures and Letters of Wendell Phillips: Volume 2",wendell_phillips,phillips_speeches02,urn:cts:americanLit:wendell_phillips.phillips_speeches02.perseus-eng1,data/wendell_phillips/phillips_speeches02/wendell_phillips.phillips_speeches02.perseus-eng1.xml
pierce.sumner1.ie.xml,Edward L. Pierce,Memoir and letters of Charles Sumner: volume 1,edward_l_pierce,pierce_sumner1,urn:cts:americanLit:edward_l_pierce.pierce_sumner1.perseus-eng1,data/edward_l_pierce/pierce_sumner1/edward_l_pierce.pierce_sumner1.perseus-eng1.xml
pierce.sumner2.ie.xml,Edward L. Pierce,Memoir and letters of Charles Sumner: volume 2,edward_l_pierce,pierce_sumner2,urn:cts:americanLit:edward_l_pierce.pierce_sumner2.perseus-eng1,data/edward_l_pierce/pierce_sumner2/edward_l_pierce.pierce_sumner2.perseus-eng1.xml
pierce.sumner3.ie.xml,Edward L. Pierce,Memoir and letters of Charles Sumner: volume 3,edward_l_pierce,pierce_sumner3,urn:cts:americanLit:edward_l_pierce.pierce_sumner3.perseus-eng1,data/edward_l_pierce/pierce_sumner3/edward_l_pierce.pierce_sumner3.perseus-eng1.xml
pierce.sumner4.ie.xml,Edward L. Pierce,Memoir and letters of Charles Sumner: volume 4,edward_l_pierce,pierce_sumner4,urn:cts:americanLit:edward_l_pierce.pierce_sumner4.perseus-eng1,data/edward_l_pierce/pierce_sumner4/edward_l_pierce.pierce_sumner4.perseus-eng1.xml
pinkerton.spy.ie.xml,Allan Pinkerton,"The spy in the rebellion; being a true history of the spy system of the United States Army during the late rebellion, revealing many secrets of the war hitherto not made public, compiled from official reports prepared for President Lincoln, General McClellan and the Provost-Marshal-General.",allan_pinkerton,pinkerton_spy,urn:cts:americanLit:allan_pinkerton.pinkerton_spy.perseus-eng1,data/allan_pinkerton/pinkerton_spy/allan_pinkerton.pinkerton_spy.perseus-eng1.xml
pollard.lostcause.ie.xml,Edward Alfred Pollard,The lost cause; a new Southern history of the War of the Confederates ... Drawn from official sources and approved by the most distinguished Confederate leaders.,edward_alfred_pollard,pollard_lostcause,urn:cts:americanLit:edward_alfred_pollard.pollard_lostcause.perseus-eng1,data/edward_alfred_pollard/pollard_lostcause/edward_alfred_pollard.pollard_lostcause.perseus-eng1.xml
porter.mem.ie.xml,General Horace Porter,Campaigning with Grant,general_horace_porter,porter_mem,urn:cts:americanLit:general_horace_porter.porter_mem.perseus-eng1,data/general_horace_porter/porter_mem/general_horace_porter.porter_mem.perseus-eng1.xml
porter.navy.ie.xml,Admiral David D. Porter,The Naval History of the Civil War.,admiral_david_d_porter,porter_navy,urn:cts:americanLit:admiral_david_d_porter.porter_navy.perseus-eng1,data/admiral_david_d_porter/porter_navy/admiral_david_d_porter.porter_navy.perseus-eng1.xml
rebrec.01.docs.ie.xml,Anonymous,Rebellion Record: a Diary of American Events: Documents and Narratives,anonymous,rebrec_01_docs,urn:cts:americanLit:anonymous.rebrec_01_docs.perseus-eng1,data/anonymous/rebrec_01_docs/anonymous.rebrec_01_docs.perseus-eng1.xml
rebrec.01.index.ie.xml,Anonymous,Rebellion Record: a Diary of American Events: Index,anonymous,rebrec_01_index,urn:cts:americanLit:anonymous.rebrec_01_index.perseus-eng1,data/anonymous/rebrec_01_index/anonymous.rebrec_01_index.perseus-eng1.xml
rebrec.01.intro.ie.xml,Anonymous,Rebellion Record: Introduction.,anonymous,rebrec_01_intro,urn:cts:americanLit:anonymous.rebrec_01_intro.perseus-eng1,data/anonymous/rebrec_01_intro/anonymous.rebrec_01_intro.perseus-eng1.xml
rebrec.01.poetry.ie.xml,Anonymous,Rebellion Record: a Diary of American Events: Poetry and Incidents.,anonymous,rebrec_01_poetry,urn:cts:americanLit:anonymous.rebrec_01_poetry.perseus-eng1,data/anonymous/rebrec_01_poetry/anonymous.rebrec_01_poetry.perseus-eng1.xml
rebrec.02.docs.ie.xml,Anonymous,Rebellion Record: a Diary of American Events: Documents and Narratives,anonymous,rebrec_02_docs,urn:cts:americanLit:anonymous.rebrec_02_docs.perseus-eng1,data/anonymous/rebrec_02_docs/anonymous.rebrec_02_docs.perseus-eng1.xml
rebrec.02.index.ie.xml,Anonymous,Rebellion Record: a Diary of American Events: Index,anonymous,rebrec_02_index,urn:cts:americanLit:anonymous.rebrec_02_index.perseus-eng1,data/anonymous/rebrec_02_index/anonymous.rebrec_02_index.perseus-eng1.xml
rebrec.02.poetry.ie.xml,Anonymous,Rebellion Record: a Diary of American Events: Poetry and Incidents.,anonymous,rebrec_02_poetry,urn:cts:americanLit:anonymous.rebrec_02_poetry.perseus-eng1,data/anonymous/rebrec_02_poetry/anonymous.rebrec_02_poetry.perseus-eng1.xml
rebrec.03.docs.ie.xml,Anonymous,Rebellion Record: a Diary of American Events: Documents and Narratives,anonymous,rebrec_03_docs,urn:cts:americanLit:anonymous.rebrec_03_docs.perseus-eng1,data/anonymous/rebrec_03_docs/anonymous.rebrec_03_docs.perseus-eng1.xml
rebrec.03.index.ie.xml,Anonymous,Rebellion Record: a Diary of American Events: Index,anonymous,rebrec_03_index,urn:cts:americanLit:anonymous.rebrec_03_index.perseus-eng1,data/anonymous/rebrec_03_index/anonymous.rebrec_03_index.perseus-eng1.xml
rebrec.03.poetry.ie.xml,Anonymous,Rebellion Record: a Diary of American Events: Poetry and Incidents.,anonymous,rebrec_03_poetry,urn:cts:americanLit:anonymous.rebrec_03_poetry.perseus-eng1,data/anonymous/rebrec_03_poetry/anonymous.rebrec_03_poetry.perseus-eng1.xml
rebrec.04.docs.ie.xml,Anonymous,Rebellion Record: a Diary of American Events: Documents and Narratives,anonymous,rebrec_04_docs,urn:cts:americanLit:anonymous.rebrec_04_docs.perseus-eng1,data/anonymous/rebrec_04_docs/anonymous.rebrec_04_docs.perseus-eng1.xml
rebrec.04.poetry.ie.xml,Anonymous,Rebellion Record: a Diary of American Events: Poetry and Incidents.,anonymous,rebrec_04_poetry,urn:cts:americanLit:anonymous.rebrec_04_poetry.perseus-eng1,data/anonymous/rebrec_04_poetry/anonymous.rebrec_04_poetry.perseus-eng1.xml
rebrec.05.docs.ie.xml,Anonymous,Rebellion Record: a Diary of American Events: Documents and Narratives,anonymous,rebrec_05_docs,urn:cts:americanLit:anonymous.rebrec_05_docs.perseus-eng1,data/anonymous/rebrec_05_docs/anonymous.rebrec_05_docs.perseus-eng1.xml
rebrec.05.poetry.ie.xml,Anonymous,Rebellion Record: a Diary of American Events: Poetry and Incidents.,anonymous,rebrec_05_poetry,urn:cts:americanLit:anonymous.rebrec_05_poetry.perseus-eng1,data/anonymous/rebrec_05_poetry/anonymous.rebrec_05_poetry.perseus-eng1.xml
rebrec.06.docs.ie.xml,Anonymous,Rebellion Record: a Diary of American Events: Documents and Narratives,anonymous,rebrec_06_docs,urn:cts:americanLit:anonymous.rebrec_06_docs.perseus-eng1,data/anonymous/rebrec_06_docs/anonymous.rebrec_06_docs.perseus-eng1.xml
rebrec.06.poetry.ie.xml,Anonymous,Rebellion Record: a Diary of American Events: Poetry and Incidents.,anonymous,rebrec_06_poetry,urn:cts:americanLit:anonymous.rebrec_06_poetry.perseus-eng1,data/anonymous/rebrec_06_poetry/anonymous.rebrec_06_poetry.perseus-eng1.xml
rebrec.07.docs.ie.xml,Anonymous,Rebellion Record: a Diary of American Events: Documents and Narratives,anonymous,rebrec_07_docs,urn:cts:americanLit:anonymous.rebrec_07_docs.perseus-eng1,data/anonymous/rebrec_07_docs/anonymous.rebrec_07_docs.perseus-eng1.xml
rebrec.07.poetry.ie.xml,Anonymous,Rebellion Record: a Diary of American Events: Poetry and Incidents.,anonymous,rebrec_07_poetry,urn:cts:americanLit:anonymous.rebrec_07_poetry.perseus-eng1,data/anonymous/rebrec_07_poetry/anonymous.rebrec_07_poetry.perseus-eng1.xml
rebrec.08.docs.ie.xml,Anonymous,Rebellion Record: a Diary of American Events: Documents and Narratives,anonymous,rebrec_08_docs,urn:cts:americanLit:anonymous.rebrec_08_docs.perseus-eng1,data/anonymous/rebrec_08_docs/anonymous.rebrec_08_docs.perseus-eng1.xml
rebrec.08.poetry.ie.xml,Anonymous,Rebellion Record: a Diary of American Events: Poetry and Incidents.,anonymous,rebrec_08_poetry,urn:cts:americanLit:anonymous.rebrec_08_poetry.perseus-eng1,data/anonymous/rebrec_08_poetry/anonymous.rebrec_08_poetry.perseus-eng1.xml
rebrec.09.docs.ie.xml,Anonymous,Rebellion Record: a Diary of American Events: Documents and Narratives,anonymous,rebrec_09_docs,urn:cts:americanLit:anonymous.rebrec_09_docs.perseus-eng1,data/anonymous/rebrec_09_docs/anonymous.rebrec_09_docs.perseus-eng1.xml
rebrec.09.poetry.ie.xml,Anonymous,Rebellion Record: a Diary of American Events: Poetry and Incidents.,anonymous,rebrec_09_poetry,urn:cts:americanLit:anonymous.rebrec_09_poetry.perseus-eng1,data/anonymous/rebrec_09_poetry/anonymous.rebrec_09_poetry.perseus-eng1.xml
rebrec.10.docs.ie.xml,Anonymous,Rebellion Record: a Diary of American Events: Documents and Narratives,anonymous,rebrec_10_docs,urn:cts:americanLit:anonymous.rebrec_10_docs.perseus-eng1,data/anonymous/rebrec_10_docs/anonymous.rebrec_10_docs.perseus-eng1.xml
rebrec.11.docs.ie.xml,Anonymous,Rebellion Record: a Diary of American Events: Documents and Narratives,anonymous,rebrec_11_docs,urn:cts:americanLit:anonymous.rebrec_11_docs.perseus-eng1,data/anonymous/rebrec_11_docs/anonymous.rebrec_11_docs.perseus-eng1.xml
rebrec.diary.ie.xml,Anonymous,Rebellion Record: a Diary of American Events,anonymous,rebrec_diary,urn:cts:americanLit:anonymous.rebrec_diary.perseus-eng1,data/anonymous/rebrec_diary/anonymous.rebrec_diary.perseus-eng1.xml
redpath.brown.ie.xml,James Redpath,The Public Life of Captain John Brown,james_redpath,redpath_brown,urn:cts:americanLit:james_redpath.redpath_brown.perseus-eng1,data/james_redpath/redpath_brown/james_redpath.redpath_brown.perseus-eng1.xml
redpath.slaves.ie.xml,James Redpath,"The Roving Editor: or, Talks with Slaves in the Southern States.",james_redpath,redpath_slaves,urn:cts:americanLit:james_redpath.redpath_slaves.perseus-eng1,data/james_redpath/redpath_slaves/james_redpath.redpath_slaves.perseus-eng1.xml
richards.howe.ie.xml,Laura E. Richards,"Julia Ward Howe, 1819-1910, in two volumes, with portraits and other illustrations: volume 1",laura_e_richards,richards_howe,urn:cts:americanLit:laura_e_richards.richards_howe.perseus-eng1,data/laura_e_richards/richards_howe/laura_e_richards.richards_howe.perseus-eng1.xml
roman.beau1.ie.xml,Alfred Roman,"The military operations of General Beauregard in the war between the states, 1861 to 1865",alfred_roman,roman_beau1,urn:cts:americanLit:alfred_roman.roman_beau1.perseus-eng1,data/alfred_roman/roman_beau1/alfred_roman.roman_beau1.perseus-eng1.xml
roman.beau2.ie.xml,Alfred Roman,"The military operations of General Beauregard in the war between the states, 1861 to 1865",alfred_roman,roman_beau2,urn:cts:americanLit:alfred_roman.roman_beau2.perseus-eng1,data/alfred_roman/roman_beau2/alfred_roman.roman_beau2.perseus-eng1.xml
rowell.cities.ie.xml,Anonymous,"George P. Rowell and Company's American Newspaper Directory containing accurate lists of all the newspapers and periodicals published in the United States and territories, and the dominion of Canada, and British Colonies of North America, together with a description of the towns and cities in which they are published: description of towns and cities.",anonymous,rowell_cities,urn:cts:americanLit:anonymous.rowell_cities.perseus-eng1,data/anonymous/rowell_cities/anonymous.rowell_cities.perseus-eng1.xml
rowell.paper.ie.xml,Anonymous,George P. Rowell and Company's American Newspaper Directory,anonymous,rowell_paper,urn:cts:americanLit:anonymous.rowell_paper.perseus-eng1,data/anonymous/rowell_paper/anonymous.rowell_paper.perseus-eng1.xml
savage.bostevent.ie.xml,"Edward H. Savage, author of Police Recollections; Or Boston by Daylight and Gas-Light.","Boston events: a brief mention and the date of more than 5,000 events that transpired in Boston from 1630 to 1880, covering a period of 250 years, together with other occurrences of interest, arranged in alphabetical order",edward_h_savage_author_of_police_recollections_or_boston_by_daylight_and_gas_lig,savage_bostevent,urn:cts:americanLit:edward_h_savage_author_of_police_recollections_or_boston_by_daylight_and_gas_lig.savage_bostevent.perseus-eng1,data/edward_h_savage_author_of_police_recollections_or_boston_by_daylight_and_gas_lig/savage_bostevent/edward_h_savage_author_of_police_recollections_or_boston_by_daylight_and_gas_lig.savage_bostevent.perseus-eng1.xml
schalk.war.ie.xml,"Emil Schalk, A. O.",The Art of War written expressly for and dedicated to the U.S. Volunteer Army.,emil_schalk_a_o,schalk_war,urn:cts:americanLit:emil_schalk_a_o.schalk_war.perseus-eng1,data/emil_schalk_a_o/schalk_war/emil_schalk_a_o.schalk_war.perseus-eng1.xml
schofield.army.ie.xml,John M. Schofield,Forty-six years in the Army,john_m_schofield,schofield_army,urn:cts:americanLit:john_m_schofield.schofield_army.perseus-eng1,data/john_m_schofield/schofield_army/john_m_schofield.schofield_army.perseus-eng1.xml
schouler.mass01.ie.xml,William Schouler,A history of Massachusetts in the Civil War: Volume 1,william_schouler,schouler_mass01,urn:cts:americanLit:william_schouler.schouler_mass01.perseus-eng1,data/william_schouler/schouler_mass01/william_schouler.schouler_mass01.perseus-eng1.xml
schouler.mass02.ie.xml,William Schouler,A history of Massachusetts in the Civil War: Volume 2,william_schouler,schouler_mass02,urn:cts:americanLit:william_schouler.schouler_mass02.perseus-eng1,data/william_schouler/schouler_mass02/william_schouler.schouler_mass02.perseus-eng1.xml
semmes.mem.ie.xml,Raphael Semmes,Memoirs of Service Afloat During the War Between the States,raphael_semmes,semmes_mem,urn:cts:americanLit:raphael_semmes.semmes_mem.perseus-eng1,data/raphael_semmes/semmes_mem/raphael_semmes.semmes_mem.perseus-eng1.xml
sheridan.mem.ie.xml,Philip Henry Sheridan,"Personal Memoirs of P. H. Sheridan, General, United States Army.",philip_henry_sheridan,sheridan_mem,urn:cts:americanLit:philip_henry_sheridan.sheridan_mem.perseus-eng1,data/philip_henry_sheridan/sheridan_mem/philip_henry_sheridan.sheridan_mem.perseus-eng1.xml
sherman.mem.ie.xml,William Tecumseh Sherman,Memoirs of General William T. Sherman.,william_tecumseh_sherman,sherman_mem,urn:cts:americanLit:william_tecumseh_sherman.sherman_mem.perseus-eng1,data/william_tecumseh_sherman/sherman_mem/william_tecumseh_sherman.sherman_mem.perseus-eng1.xml
shs.commands.ie.xml,Anonymous,"A Roster of General Officers, Heads of Departments, Senators, Representatives, Military Organizations, &c., &c., in Confederate Service during the War between the States.",anonymous,shs_commands,urn:cts:americanLit:anonymous.shs_commands.perseus-eng1,data/anonymous/shs_commands/anonymous.shs_commands.perseus-eng1.xml
shs01.ie.xml,Major Jed. Hotchkiss,Southern Historical Society Papers,major_jed_hotchkiss,shs01,urn:cts:americanLit:major_jed_hotchkiss.shs01.perseus-eng1,data/major_jed_hotchkiss/shs01/major_jed_hotchkiss.shs01.perseus-eng1.xml
shs02.ie.xml,"B. M. Palmer, D. D., Ll.D.",Southern Historical Society Papers,b_m_palmer_d_d_ll_d,shs02,urn:cts:americanLit:b_m_palmer_d_d_ll_d.shs02.perseus-eng1,data/b_m_palmer_d_d_ll_d/shs02/b_m_palmer_d_d_ll_d.shs02.perseus-eng1.xml
shs03.ie.xml,brevet Major-General C. C. Andrews,Southern Historical Society Papers,brevet_major_general_c_c_andrews,shs03,urn:cts:americanLit:brevet_major_general_c_c_andrews.shs03.perseus-eng1,data/brevet_major_general_c_c_andrews/shs03/brevet_major_general_c_c_andrews.shs03.perseus-eng1.xml
shs04.ie.xml,Napier Bartlett,Southern Historical Society Papers,napier_bartlett,shs04,urn:cts:americanLit:napier_bartlett.shs04.perseus-eng1,data/napier_bartlett/shs04/napier_bartlett.shs04.perseus-eng1.xml
shs05.ie.xml,"Capt. J. Wilkinson, C. S. Navy",Southern Historical Society Papers,capt_j_wilkinson_c_s_navy,shs05,urn:cts:americanLit:capt_j_wilkinson_c_s_navy.shs05.perseus-eng1,data/capt_j_wilkinson_c_s_navy/shs05/capt_j_wilkinson_c_s_navy.shs05.perseus-eng1.xml
shs06.ie.xml,Francis Winthrop Palfrey,Southern Historical Society Papers,francis_winthrop_palfrey,shs06,urn:cts:americanLit:francis_winthrop_palfrey.shs06.perseus-eng1,data/francis_winthrop_palfrey/shs06/francis_winthrop_palfrey.shs06.perseus-eng1.xml
shs07.ie.xml,"Colonel Charles C. Jones, Jr.",Southern Historical Society Papers,colonel_charles_c_jones_jr,shs07,urn:cts:americanLit:colonel_charles_c_jones_jr.shs07.perseus-eng1,data/colonel_charles_c_jones_jr/shs07/colonel_charles_c_jones_jr.shs07.perseus-eng1.xml
shs08.ie.xml,"Rev. J. William Jones, D. D., Secretary Southern Historical Society",Southern Historical Society Papers,rev_j_william_jones_d_d_secretary_southern_historical_society,shs08,urn:cts:americanLit:rev_j_william_jones_d_d_secretary_southern_historical_society.shs08.perseus-eng1,data/rev_j_william_jones_d_d_secretary_southern_historical_society/shs08/rev_j_william_jones_d_d_secretary_southern_historical_society.shs08.perseus-eng1.xml
shs09.ie.xml,Jefferson Davis,Southern Historical Society Papers,jefferson_davis,shs09,urn:cts:americanLit:jefferson_davis.shs09.perseus-eng1,data/jefferson_davis/shs09/jefferson_davis.shs09.perseus-eng1.xml
shs10.ie.xml,John D. Billings.,Southern Historical Society Papers,john_d_billings_0da818a6,shs10,urn:cts:americanLit:john_d_billings_0da818a6.shs10.perseus-eng1,data/john_d_billings_0da818a6/shs10/john_d_billings_0da818a6.shs10.perseus-eng1.xml
shs11.ie.xml,Anonymous,Southern Historical Society Papers,anonymous,shs11,urn:cts:americanLit:anonymous.shs11.perseus-eng1,data/anonymous/shs11/anonymous.shs11.perseus-eng1.xml
shs12.ie.xml,Anonymous,Southern Historical Society Papers,anonymous,shs12,urn:cts:americanLit:anonymous.shs12.perseus-eng1,data/anonymous/shs12/anonymous.shs12.perseus-eng1.xml
shs13.ie.xml,Anonymous,Southern Historical Society Papers,anonymous,shs13,urn:cts:americanLit:anonymous.shs13.perseus-eng1,data/anonymous/shs13/anonymous.shs13.perseus-eng1.xml
shs14.ie.xml,Anonymous,Southern Historical Society Papers,anonymous,shs14,urn:cts:americanLit:anonymous.shs14.perseus-eng1,data/anonymous/shs14/anonymous.shs14.perseus-eng1.xml
shs15.ie.xml,Anonymous,Southern Historical Society Papers,anonymous,shs15,urn:cts:americanLit:anonymous.shs15.perseus-eng1,data/anonymous/shs15/anonymous.shs15.perseus-eng1.xml
shs16.ie.xml,Anonymous,Southern Historical Society Papers,anonymous,shs16,urn:cts:americanLit:anonymous.shs16.perseus-eng1,data/anonymous/shs16/anonymous.shs16.perseus-eng1.xml
shs17.ie.xml,Anonymous,Southern Historical Society Papers,anonymous,shs17,urn:cts:americanLit:anonymous.shs17.perseus-eng1,data/anonymous/shs17/anonymous.shs17.perseus-eng1.xml
shs18.ie.xml,Anonymous,Southern Historical Society Papers,anonymous,shs18,urn:cts:americanLit:anonymous.shs18.perseus-eng1,data/anonymous/shs18/anonymous.shs18.perseus-eng1.xml
shs19.ie.xml,Anonymous,Southern Historical Society Papers,anonymous,shs19,urn:cts:americanLit:anonymous.shs19.perseus-eng1,data/anonymous/shs19/anonymous.shs19.perseus-eng1.xml
shs20.ie.xml,Anonymous,Southern Historical Society Papers,anonymous,shs20,urn:cts:americanLit:anonymous.shs20.perseus-eng1,data/anonymous/shs20/anonymous.shs20.perseus-eng1.xml
shs21.ie.xml,Anonymous,Southern Historical Society Papers,anonymous,shs21,urn:cts:americanLit:anonymous.shs21.perseus-eng1,data/anonymous/shs21/anonymous.shs21.perseus-eng1.xml
shs22.ie.xml,Anonymous,Southern Historical Society Papers,anonymous,shs22,urn:cts:americanLit:anonymous.shs22.perseus-eng1,data/anonymous/shs22/anonymous.shs22.perseus-eng1.xml
shs23.ie.xml,Anonymous,Southern Historical Society Papers,anonymous,shs23,urn:cts:americanLit:anonymous.shs23.perseus-eng1,data/anonymous/shs23/anonymous.shs23.perseus-eng1.xml
shs24.ie.xml,Anonymous,Southern Historical Society Papers,anonymous,shs24,urn:cts:americanLit:anonymous.shs24.perseus-eng1,data/anonymous/shs24/anonymous.shs24.perseus-eng1.xml
shs25.ie.xml,Anonymous,Southern Historical Society Papers,anonymous,shs25,urn:cts:americanLit:anonymous.shs25.perseus-eng1,data/anonymous/shs25/anonymous.shs25.perseus-eng1.xml
shs26.ie.xml,Anonymous,Southern Historical Society Papers,anonymous,shs26,urn:cts:americanLit:anonymous.shs26.perseus-eng1,data/anonymous/shs26/anonymous.shs26.perseus-eng1.xml
shs27.ie.xml,Anonymous,Southern Historical Society Papers,anonymous,shs27,urn:cts:americanLit:anonymous.shs27.perseus-eng1,data/anonymous/shs27/anonymous.shs27.perseus-eng1.xml
shs28.ie.xml,Anonymous,Southern Historical Society Papers,anonymous,shs28,urn:cts:americanLit:anonymous.shs28.perseus-eng1,data/anonymous/shs28/anonymous.shs28.perseus-eng1.xml
shs29.ie.xml,Anonymous,Southern Historical Society Papers,anonymous,shs29,urn:cts:americanLit:anonymous.shs29.perseus-eng1,data/anonymous/shs29/anonymous.shs29.perseus-eng1.xml
shs30.ie.xml,Anonymous,Southern Historical Society Papers,anonymous,shs30,urn:cts:americanLit:anonymous.shs30.perseus-eng1,data/anonymous/shs30/anonymous.shs30.perseus-eng1.xml
shs31.ie.xml,Anonymous,Southern Historical Society Papers,anonymous,shs31,urn:cts:americanLit:anonymous.shs31.perseus-eng1,data/anonymous/shs31/anonymous.shs31.perseus-eng1.xml
shs32.ie.xml,Anonymous,Southern Historical Society Papers,anonymous,shs32,urn:cts:americanLit:anonymous.shs32.perseus-eng1,data/anonymous/shs32/anonymous.shs32.perseus-eng1.xml
shs33.ie.xml,Anonymous,Southern Historical Society Papers,anonymous,shs33,urn:cts:americanLit:anonymous.shs33.perseus-eng1,data/anonymous/shs33/anonymous.shs33.perseus-eng1.xml
shs34.ie.xml,Anonymous,Southern Historical Society Papers,anonymous,shs34,urn:cts:americanLit:anonymous.shs34.perseus-eng1,data/anonymous/shs34/anonymous.shs34.perseus-eng1.xml
shs35.ie.xml,Anonymous,Southern Historical Society Papers,anonymous,shs35,urn:cts:americanLit:anonymous.shs35.perseus-eng1,data/anonymous/shs35/anonymous.shs35.perseus-eng1.xml
shs36.ie.xml,Anonymous,Southern Historical Society Papers,anonymous,shs36,urn:cts:americanLit:anonymous.shs36.perseus-eng1,data/anonymous/shs36/anonymous.shs36.perseus-eng1.xml
shs37.ie.xml,Anonymous,Southern Historical Society Papers,anonymous,shs37,urn:cts:americanLit:anonymous.shs37.perseus-eng1,data/anonymous/shs37/anonymous.shs37.perseus-eng1.xml
shs_rost.ie.xml,Anonymous,"A Roster of General Officers, Heads of Departments, Senators, Representatives, Military Organizations, &c., &c., in Confederate Service during the War between the States.",anonymous,shs_rost,urn:cts:americanLit:anonymous.shs_rost.perseus-eng1,data/anonymous/shs_rost/anonymous.shs_rost.perseus-eng1.xml
smith.lectures.ie.xml,"William A. Smith, DD. President of Randolph-Macon College, and Professor of Moral and Intellectual Philosophy.",Lectures on the Philosophy and Practice of Slavery as exhibited in the Institution of Domestic Slavery in the United States: withe Duties of Masters to Slaves.,william_a_smith_dd_president_of_randolph_macon_college_and_professor_of_moral_an,smith_lectures,urn:cts:americanLit:william_a_smith_dd_president_of_randolph_macon_college_and_professor_of_moral_an.smith_lectures.perseus-eng1,data/william_a_smith_dd_president_of_randolph_macon_college_and_professor_of_moral_an/smith_lectures/william_a_smith_dd_president_of_randolph_macon_college_and_professor_of_moral_an.smith_lectures.perseus-eng1.xml
soley.blockade.ie.xml,"James Russell Soley, Professor U. S. Navy",The blockade and the cruisers,james_russell_soley_professor_u_s_navy,soley_blockade,urn:cts:americanLit:james_russell_soley_professor_u_s_navy.soley_blockade.perseus-eng1,data/james_russell_soley_professor_u_s_navy/soley_blockade/james_russell_soley_professor_u_s_navy.soley_blockade.perseus-eng1.xml
somerville.leaves01.ie.xml,Anonymous,Historic leaves,anonymous,somerville_leaves01,urn:cts:americanLit:anonymous.somerville_leaves01.perseus-eng1,data/anonymous/somerville_leaves01/anonymous.somerville_leaves01.perseus-eng1.xml
somerville.leaves02.ie.xml,Anonymous,Historic leaves,anonymous,somerville_leaves02,urn:cts:americanLit:anonymous.somerville_leaves02.perseus-eng1,data/anonymous/somerville_leaves02/anonymous.somerville_leaves02.perseus-eng1.xml
somerville.leaves03.ie.xml,Anonymous,Historic leaves,anonymous,somerville_leaves03,urn:cts:americanLit:anonymous.somerville_leaves03.perseus-eng1,data/anonymous/somerville_leaves03/anonymous.somerville_leaves03.perseus-eng1.xml
somerville.leaves04.ie.xml,Anonymous,Historic leaves,anonymous,somerville_leaves04,urn:cts:americanLit:anonymous.somerville_leaves04.perseus-eng1,data/anonymous/somerville_leaves04/anonymous.somerville_leaves04.perseus-eng1.xml
somerville.leaves05.ie.xml,Anonymous,Historic leaves,anonymous,somerville_leaves05,urn:cts:americanLit:anonymous.somerville_leaves05.perseus-eng1,data/anonymous/somerville_leaves05/anonymous.somerville_leaves05.perseus-eng1.xml
